"issueKey","title","status","expectedStatus","durationMs","retries","error","attachments"
"ORI-723","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-723: Créer Contrat Intervenant - Durée Travail > AC4: Sauvegarde données durée persistée en base","failed","passed","125","0","TypeError: _env.routes.collaboratorsList is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--2abd8-ées-durée-persistée-en-base-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--2abd8-ées-durée-persistée-en-base-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--2abd8-ées-durée-persistée-en-base-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--2abd8-ées-durée-persistée-en-base-orion-pipeline/trace.zip"
"ORI-723","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-723: Créer Contrat Intervenant - Durée Travail > AC5: Validations métier durée appliquées (max > min)","failed","passed","138","0","TypeError: _env.routes.collaboratorsList is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--260f2-r-durée-appliquées-max-min--orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--260f2-r-durée-appliquées-max-min--orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--260f2-r-durée-appliquées-max-min--orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--260f2-r-durée-appliquées-max-min--orion-pipeline/trace.zip"
"ORI-723","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-723: Créer Contrat Intervenant - Durée Travail > AC6: Backend expose endpoints créer/mettre à jour durées","passed","passed","118","0","",""
"ORI-745","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-745: SP4.1 Adaptation UX Icônes, Tags, Multi-éléments > AC1: Icônes appliquées MP4 suivent design system SP4.1","passed","passed","583","0","",""
"ORI-745","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-745: SP4.1 Adaptation UX Icônes, Tags, Multi-éléments > AC2: Tags (couleurs, tailles) cohérents avec maquettes","failed","passed","389","0","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeGreaterThan[2m([22m[32mexpected[39m[2m)[22m

Expected: > [32m0[39m
Received:   [31m0[39m","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--26a0e-es-cohérents-avec-maquettes-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--26a0e-es-cohérents-avec-maquettes-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--26a0e-es-cohérents-avec-maquettes-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--26a0e-es-cohérents-avec-maquettes-orion-pipeline/trace.zip"
"ORI-745","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-745: SP4.1 Adaptation UX Icônes, Tags, Multi-éléments > AC3: Multi-éléments (chips, listes) appliquent styles SP4.1","passed","passed","391","0","",""
"ORI-745","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-745: SP4.1 Adaptation UX Icônes, Tags, Multi-éléments > AC4: Hover/active states implémentés sur éléments interactifs","passed","passed","387","0","",""
"ORI-745","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-745: SP4.1 Adaptation UX Icônes, Tags, Multi-éléments > AC5: Responsive design validée (mobile, tablet, desktop)","passed","passed","470","0","",""
"ORI-745","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-745: SP4.1 Adaptation UX Icônes, Tags, Multi-éléments > AC6: Couleurs/contraste respectent normes WCAG AA","passed","passed","390","0","",""
"ORI-769","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-769: RDV Commercial - Localisation Cartographique > AC1: Détail RDV affiche carte avec localisation","passed","passed","9326","0","",""
"ORI-769","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-769: RDV Commercial - Localisation Cartographique > AC2: Coordonnées GPS correctement associées RDV","passed","passed","106","0","",""
"ORI-769","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-769: RDV Commercial - Localisation Cartographique > AC3: Carte interactive (zoom, pan)","passed","passed","5489","0","",""
"ORI-769","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-769: RDV Commercial - Localisation Cartographique > AC4: Marqueur pointe localisation exacte RDV","passed","passed","359","0","",""
"ORI-769","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-769: RDV Commercial - Localisation Cartographique > AC5: Adresses incomplètes affichent erreur ou localisation approximative","passed","passed","90","0","",""
"ORI-769","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-769: RDV Commercial - Localisation Cartographique > AC6: Carte charge en moins de 2s","failed","passed","2436","0","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeLessThan[2m([22m[32mexpected[39m[2m)[22m

Expected: < [32m2000[39m
Received:   [31m2285[39m","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--32191-Carte-charge-en-moins-de-2s-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--32191-Carte-charge-en-moins-de-2s-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--32191-Carte-charge-en-moins-de-2s-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--32191-Carte-charge-en-moins-de-2s-orion-pipeline/trace.zip"
"ORI-773","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-773: Modifier Coordonnées Légales Siège Social > AC1: Formulaire ""Coordonnées légales"" s'affiche pour modification","failed","passed","130","0","TypeError: _env.routes.structureList is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--a5f95-s-affiche-pour-modification-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--a5f95-s-affiche-pour-modification-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--a5f95-s-affiche-pour-modification-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--a5f95-s-affiche-pour-modification-orion-pipeline/trace.zip"
"ORI-773","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-773: Modifier Coordonnées Légales Siège Social > AC2: Champs (Rue, Code postal, Ville, Pays) tous éditables","passed","passed","32910","0","",""
"ORI-773","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-773: Modifier Coordonnées Légales Siège Social > AC3: Validation codes postaux format français (5 chiffres)","passed","passed","2133","0","",""
"ORI-773","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-773: Modifier Coordonnées Légales Siège Social > AC4: Géolocalisation automatique propose adresses (optionnel)","passed","passed","96","0","",""
"ORI-773","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-773: Modifier Coordonnées Légales Siège Social > AC5: Modifications sauvegardées en base","passed","passed","7242","0","",""
"ORI-773","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-773: Modifier Coordonnées Légales Siège Social > AC6: Historique modifications conservé (audit)","passed","passed","129","0","",""
"ORI-783","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-783: Modifier Aspects Juridiques Établissement > AC1: Écran ""Aspects juridiques"" affiche tous champs requis","failed","passed","83","0","TypeError: _env.routes.structureList is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--0be37--affiche-tous-champs-requis-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--0be37--affiche-tous-champs-requis-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--0be37--affiche-tous-champs-requis-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--0be37--affiche-tous-champs-requis-orion-pipeline/trace.zip"
"ORI-783","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-783: Modifier Aspects Juridiques Établissement > AC2: Champs (Forme juridique, Capital, NAF) tous éditables","passed","passed","107","0","",""
"ORI-783","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-783: Modifier Aspects Juridiques Établissement > AC3: Codes NAF validés par API INSEE","passed","passed","95","0","",""
"ORI-783","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-783: Modifier Aspects Juridiques Établissement > AC4: Modifications sauvegardées avec historique","passed","passed","7275","0","",""
"ORI-783","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-783: Modifier Aspects Juridiques Établissement > AC5: Validations immuabilité (Capital non réductible)","passed","passed","2121","0","",""
"ORI-783","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-783: Modifier Aspects Juridiques Établissement > AC6: Workflow approbation optionnel (selon rôle)","passed","passed","91","0","",""
"ORI-863","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-863: Notifier Erreurs Suppression Interventions > AC1: Notification affichée quand suppression échoue","failed","passed","87","0","TypeError: _env.routes.planningList is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--2cff4-ée-quand-suppression-échoue-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--2cff4-ée-quand-suppression-échoue-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--2cff4-ée-quand-suppression-échoue-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--2cff4-ée-quand-suppression-échoue-orion-pipeline/trace.zip"
"ORI-863","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-863: Notifier Erreurs Suppression Interventions > AC2: Message d'erreur décrit la raison","failed","passed","8306","0","Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeGreaterThan[2m([22m[32mexpected[39m[2m)[22m

Expected: > [32m0[39m
Received:   [31m0[39m","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--c7bed-e-d-erreur-décrit-la-raison-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--c7bed-e-d-erreur-décrit-la-raison-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--c7bed-e-d-erreur-décrit-la-raison-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--c7bed-e-d-erreur-décrit-la-raison-orion-pipeline/trace.zip"
"ORI-863","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-863: Notifier Erreurs Suppression Interventions > AC3: Erreurs métier vs techniques distinguées","passed","passed","123","0","",""
"ORI-863","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-863: Notifier Erreurs Suppression Interventions > AC4: Notification inclut lien ""Voir détails"" ou ""Réessayer""","passed","passed","93","0","",""
"ORI-863","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-863: Notifier Erreurs Suppression Interventions > AC5: Plusieurs erreurs série regroupées/listées","passed","passed","90","0","",""
"ORI-863","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-863: Notifier Erreurs Suppression Interventions > AC6: Historique erreurs loggé","passed","passed","87","0","",""
"ORI-957","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-957: Cartographie - Styles Maquette > AC1: Carte applique styles maquette","failed","passed","84","0","TypeError: _env.routes.mapView is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--0d29b-te-applique-styles-maquette-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--0d29b-te-applique-styles-maquette-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--0d29b-te-applique-styles-maquette-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--0d29b-te-applique-styles-maquette-orion-pipeline/trace.zip"
"ORI-957","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-957: Cartographie - Styles Maquette > AC2: Couleurs, traits, polices respectent design","failed","passed","132","0","TypeError: _env.routes.mapView is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--391f9-s-polices-respectent-design-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--391f9-s-polices-respectent-design-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--391f9-s-polices-respectent-design-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--391f9-s-polices-respectent-design-orion-pipeline/trace.zip"
"ORI-957","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-957: Cartographie - Styles Maquette > AC3: Interactions (hover, click, zoom) ont animations définies","failed","passed","130","0","TypeError: _env.routes.mapView is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--4df8f-oom-ont-animations-définies-orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--4df8f-oom-ont-animations-définies-orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--4df8f-oom-ont-animations-définies-orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--4df8f-oom-ont-animations-définies-orion-pipeline/trace.zip"
"ORI-957","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-957: Cartographie - Styles Maquette > AC4: Carte responsive (mobile → desktop)","failed","passed","114","0","TypeError: _env.routes.mapView is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--a8439-esponsive-mobile-→-desktop--orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--a8439-esponsive-mobile-→-desktop--orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--a8439-esponsive-mobile-→-desktop--orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--a8439-esponsive-mobile-→-desktop--orion-pipeline/trace.zip"
"ORI-957","int2-ihm-sprint13-recette-23-batch2.spec.ts > ORI-957: Cartographie - Styles Maquette > AC5: Performances optimisées (rendu < 1s)","failed","passed","124","0","TypeError: _env.routes.mapView is not a function","/Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--39f25-mances-optimisées-rendu-1s--orion-pipeline/test-failed-1.png | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--39f25-mances-optimisées-rendu-1s--orion-pipeline/video.webm | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--39f25-mances-optimisées-rendu-1s--orion-pipeline/error-context.md | /Users/yacinebenhamou/Documents/playwrightOrion/int2-ihm-test-results/orion-pipeline/artifacts/int2-ihm-sprint13-recette--39f25-mances-optimisées-rendu-1s--orion-pipeline/trace.zip"
